,date,state,positive,negative,death,hospitalized
6607,20201110,WY,19242,127148,127,542
6609,20201109,AL,204857,1232975,3084,21294
6610,20201109,AR,122811,1324655,2108,7496
6612,20201109,AZ,259699,1630206,6164,22211
6614,20201109,CO,134537,1224658,2408,10050
6618,20201109,FL,836370,5573760,17391,51196
6623,20201109,ID,72961,345543,686,2889
6625,20201109,IN,214509,1608520,4664,18738
6626,20201109,KS,103553,586429,1181,4138
6629,20201109,MA,172727,2743519,10163,13373
6630,20201109,MD,155371,1882274,4221,17833
6633,20201109,MN,184788,1834067,2675,11671
6635,20201109,MP,100,15993,2,4
6636,20201109,MS,127205,873863,3443,6914
6639,20201109,ND,55997,255540,649,1906
6640,20201109,NE,83969,546168,703,3289
6641,20201109,NH,12699,352111,489,794
6642,20201109,NJ,273075,4780634,16440,38336
6647,20201109,OK,138455,1571321,1444,9621
6648,20201109,OR,50448,858853,730,3378
6651,20201109,RI,38009,427022,1233,3584
6652,20201109,SC,186391,1780834,4041,10884
6653,20201109,SD,56311,222492,537,3227
6656,20201109,UT,134868,990535,661,6162
6661,20201109,WI,286380,1926518,2410,12939
6663,20201109,WY,18010,127148,114,520
6665,20201108,AL,203687,1229817,3084,21294
6666,20201108,AR,121866,1316939,2085,7434
6668,20201108,AZ,259264,1620064,6164,22202
6670,20201108,CO,130984,1210972,2394,10017
6674,20201108,FL,832525,5557306,17333,51093
6679,20201108,ID,72312,343409,683,2870
6681,20201108,IN,210374,1599566,4629,18505
6682,20201108,KS,97633,578687,1166,4067
6685,20201108,MA,171399,2730521,10149,13373
6686,20201108,MD,153996,1872296,4212,17730
6689,20201108,MN,180862,1823720,2656,11527
6691,20201108,MP,98,15993,2,4
6692,20201108,MS,126689,837208,3443,6728
6695,20201108,ND,54844,255193,644,1881
6696,20201108,NE,82395,543892,703,3280
6697,20201108,NH,12488,351550,489,794
6698,20201108,NJ,270522,4711048,16429,38300
6703,20201108,OK,136258,1571321,1438,9570
6704,20201108,OR,49587,853512,729,3378
6707,20201108,RI,37743,425841,1232,3584
6708,20201108,SC,185688,1773414,4036,10854
6709,20201108,SD,55404,221631,536,3184
6712,20201108,UT,132621,984111,659,6084
6717,20201108,WI,281910,1916801,2392,12839
6719,20201108,WY,17310,123769,114,505
6721,20201107,AL,202482,1224595,3082,21294
6722,20201107,AR,120828,1308477,2068,7415
6724,20201107,AZ,257384,1608041,6147,22170
6726,20201107,CO,127967,1200007,2389,9997
6730,20201107,FL,825906,5519123,17311,51029
6735,20201107,ID,70909,341978,679,2825
6737,20201107,IN,205722,1588676,4592,18273
6738,20201107,KS,97633,578687,1166,4067
6741,20201107,MA,169576,2712191,10129,13373
6742,20201107,MD,152915,1862399,4201,17627
6745,20201107,MN,174954,1808489,2625,11394
6747,20201107,MP,98,15993,2,4
6748,20201107,MS,125885,837208,3433,6728
6751,20201107,ND,53727,254767,633,1858
6752,20201107,NE,80693,540839,701,3246
6753,20201107,NH,12241,350553,489,791
6754,20201107,NJ,268028,4711048,16425,38250
6759,20201107,OK,131751,1571321,1429,9438
6760,20201107,OR,48608,848994,716,3378
6763,20201107,RI,37175,423340,1231,3558
6764,20201107,SC,184742,1760186,4015,10834
6765,20201107,SD,53976,220707,523,3108
6768,20201107,UT,130235,977759,658,6020
6773,20201107,WI,277503,1908320,2381,12727
6775,20201107,WY,16597,123769,105,505
6777,20201106,AL,200714,1217002,3049,21294
6778,20201106,AR,119230,1298264,2056,7401
6780,20201106,AZ,254764,1593981,6109,22018
6782,20201106,CO,124469,1186377,2376,9911
6786,20201106,FL,821526,5504450,17224,50868
6791,20201106,ID,69579,338656,671,2788
6793,20201106,IN,200823,1576282,4547,18005
6794,20201106,KS,97633,578687,1166,4067
6797,20201106,MA,167274,2690585,10106,13373
6798,20201106,MD,151505,1851665,4194,17537
6801,20201106,MN,170307,1793542,2591,11193
6803,20201106,MP,98,15993,2,4
6804,20201106,MS,124854,837208,3419,6728
6807,20201106,ND,52081,254063,618,1817
6808,20201106,NE,78012,536031,674,3201
6809,20201106,NH,12012,347726,488,790
6810,20201106,NJ,264228,4614056,16416,38178
6815,20201106,OK,131751,1557850,1429,9438
6816,20201106,OR,47839,841188,710,3334
6819,20201106,RI,36380,417267,1224,3488
6820,20201106,SC,182872,1714225,4005,10776
6821,20201106,SD,52639,219551,510,3023
6824,20201106,UT,127279,969349,649,5922
6829,20201106,WI,269982,1896457,2333,12554
6831,20201106,WY,16405,123769,105,499
6833,20201105,AL,199158,1209841,3026,21027
6834,20201105,AR,117360,1285613,2037,7326
6836,20201105,AZ,252768,1580161,6087,21831
6838,20201105,CO,121006,1173474,2353,9714
6842,20201105,FL,816376,5474729,17170,50670
6847,20201105,ID,68314,336496,664,2730
6849,20201105,IN,196176,1565771,4511,17798
6850,20201105,KS,92215,571465,1087,3984
6853,20201105,MA,165161,2671933,10085,13373
6854,20201105,MD,149964,1840059,4182,17435
6857,20201105,MN,164865,1776631,2555,11016
6859,20201105,MP,96,15993,2,4
6860,20201105,MS,123887,837208,3405,6728
6863,20201105,ND,50276,253133,601,1776
6864,20201105,NE,75888,532416,669,3148
6865,20201105,NH,11808,345495,486,788
6866,20201105,NJ,261456,4570833,16403,38055
6871,20201105,OK,129873,1543684,1413,9338
6872,20201105,OR,47049,835905,705,3312
6875,20201105,RI,35750,414678,1222,3472
6876,20201105,SC,181639,1691646,3992,10726
6877,20201105,SD,51151,217985,482,2955
6880,20201105,UT,124292,962052,632,5830
6885,20201105,WI,263571,1881813,2269,12310
6887,20201105,WY,15409,122804,105,492
6889,20201104,AL,197777,1203497,3006,21027
6890,20201104,AR,115812,1273985,2026,7273
6892,20201104,AZ,250633,1567864,6059,21786
6894,20201104,CO,117637,1162210,2333,9618
6898,20201104,FL,810256,5436911,17131,50479
6903,20201104,ID,67024,334750,647,2691
6905,20201104,IN,191764,1556732,4464,17613
6906,20201104,KS,92215,571465,1087,3984
6909,20201104,MA,163299,2649240,10062,13299
6910,20201104,MD,148766,1830301,4172,17363
6913,20201104,MN,160923,1759542,2530,10849
6915,20201104,MP,96,15993,2,4
6916,20201104,MS,122275,837208,3397,6728
6919,20201104,ND,48704,252788,572,1738
6920,20201104,NE,74060,529830,660,3122
6921,20201104,NH,11563,340473,484,787
6922,20201104,NJ,258880,4523834,16391,37958
6927,20201104,OK,127772,1529345,1392,9219
6928,20201104,OR,46460,830944,701,3278
6931,20201104,RI,35122,411899,1214,3432
6932,20201104,SC,180870,1685018,3985,10656
6933,20201104,SD,49791,217005,460,2873
6936,20201104,UT,121485,952467,625,5755
6941,20201104,WI,257287,1872295,2229,12087
6943,20201104,WY,15044,120717,105,481
6945,20201103,AL,195929,1196422,2987,20901
6946,20201103,AR,114519,1263662,2003,7194
6948,20201103,AZ,249818,1559453,6020,21626
6950,20201103,CO,114709,1152436,2311,9180
6954,20201103,FL,805924,5419836,17099,50298
6959,20201103,ID,65845,332894,632,2643
6961,20201103,IN,188066,1545509,4439,17384
6962,20201103,KS,89227,566040,1046,3893
6965,20201103,MA,161585,2628852,10035,13299
6966,20201103,MD,147766,1820134,4162,17312
6969,20201103,MN,157096,1742917,2499,10647
6971,20201103,MP,96,15993,2,4
6972,20201103,MS,121509,837208,3384,6728
6975,20201103,ND,47532,252303,560,1702
6976,20201103,NE,72620,527444,656,3076
6977,20201103,NH,11448,339699,483,784
6978,20201103,NJ,255839,4523834,16375,37871
6983,20201103,OK,126526,1520813,1375,9104
6984,20201103,OR,45978,825922,692,3251
6987,20201103,RI,34543,408981,1212,3406
6988,20201103,SC,179952,1675171,3968,10599
6989,20201103,SD,48854,216356,446,2824
6992,20201103,UT,119375,949064,620,5665
6997,20201103,WI,251032,1861962,2171,11844
6999,20201103,WY,14619,120717,93,471
7001,20201102,AL,194892,1190436,2973,20450
7002,20201102,AR,113641,1258726,1985,7110
7004,20201102,AZ,248139,1550382,5982,21573
7006,20201102,CO,112147,1144181,2292,9114
7010,20201102,FL,801371,5399014,17043,50063
7015,20201102,ID,65088,331179,630,2615
7017,20201102,IN,185185,1537657,4390,17155
7018,20201102,KS,89227,566040,1046,3893
7021,20201102,MA,160549,2615698,10023,13299
7022,20201102,MD,146995,1813450,4155,17252
7025,20201102,MN,153620,1739289,2484,10437
7027,20201102,MP,96,15993,2,4
7028,20201102,MS,120865,837208,3348,6728
7031,20201102,ND,46311,251432,545,1656
7032,20201102,NE,71666,525538,654,3050
7033,20201102,NH,11320,337772,483,781
7034,20201102,NJ,253434,4480800,16357,37738
7039,20201102,OK,125195,1494632,1354,8934
7040,20201102,OR,45429,822363,691,3204
7043,20201102,RI,34120,406506,1210,3385
7044,20201102,SC,178917,1663121,3946,10533
7045,20201102,SD,47850,215287,438,2755
7048,20201102,UT,117706,943464,614,5576
7053,20201102,WI,244928,1846618,2113,11597
7055,20201102,WY,14167,119851,87,458
7057,20201101,AL,193985,1187341,2973,20450
7058,20201101,AR,112190,1243490,1925,7055
7060,20201101,AZ,247473,1544171,5981,21558
7062,20201101,CO,109910,1133557,2288,9089
7066,20201101,FL,796802,5379089,16997,49981
7071,20201101,ID,64608,329583,629,2594
7073,20201101,IN,182108,1527836,4364,17023
7074,20201101,KS,85181,557601,1029,3832
7077,20201101,MA,159707,2602387,10013,13299
7078,20201101,MD,146145,1803035,4152,17178
7081,20201101,MN,150672,1719173,2475,10334
7083,20201101,MP,96,15993,2,4
7084,20201101,MS,120500,804264,3348,6576
7087,20201101,ND,45344,250750,536,1634
7088,20201101,NE,70732,523700,652,3042
7089,20201101,NH,11214,336796,483,780
7090,20201101,NJ,251639,4418220,16354,37721
7095,20201101,OK,124111,1494632,1345,8911
7096,20201101,OR,44921,817028,689,3204
7099,20201101,RI,33888,405446,1207,3385
7100,20201101,SC,178023,1649329,3936,10514
7101,20201101,SD,47324,214841,437,2721
7104,20201101,UT,116510,936881,614,5526
7109,20201101,WI,241423,1841205,2110,11497
7111,20201101,WY,13723,117262,87,442
7113,20201031,AL,192285,1181958,2967,20450
7114,20201031,AR,112190,1243490,1925,7038
7116,20201031,AZ,245946,1531423,5979,21492
7118,20201031,CO,107350,1122056,2285,9064
7122,20201031,FL,791997,5334795,16969,49914
7127,20201031,ID,63810,328080,626,2572
7129,20201031,IN,179358,1519650,4332,16847
7130,20201031,KS,85181,557601,1029,3832
7133,20201031,MA,158576,2586802,9991,13286
7134,20201031,MD,145281,1793391,4147,17093
7137,20201031,MN,148472,1705786,2457,10270
7139,20201031,MP,92,15993,2,4
7140,20201031,MS,120160,804264,3334,6576
7143,20201031,ND,44194,250148,529,1618
7144,20201031,NE,69645,521373,646,3033
7145,20201031,NH,11084,334848,483,779
7146,20201031,NJ,249513,4418220,16350,37688
7151,20201031,OK,122762,1494632,1337,8889
7152,20201031,OR,44388,810549,675,3204
7155,20201031,RI,33408,403153,1204,3358
7156,20201031,SC,176612,1625438,3935,10500
7157,20201031,SD,45992,213540,425,2683
7160,20201031,UT,114656,932163,604,5463
7165,20201031,WI,237870,1826636,2092,11374
7167,20201031,WY,13298,117262,87,439
7169,20201030,AL,190496,1172969,2932,20450
7170,20201030,AR,110874,1234166,1900,7003
7172,20201030,AZ,244045,1520739,5934,21424
7174,20201030,CO,104426,1110041,2278,9031
7178,20201030,FL,789714,5284167,16927,49758
7183,20201030,ID,62746,326039,615,2549
7185,20201030,IN,175893,1508890,4286,16685
7186,20201030,KS,85181,557601,1029,3832
7189,20201030,MA,157146,2569972,9975,13253
7190,20201030,MD,144314,1782204,4137,17023
7193,20201030,MN,145465,1691334,2437,10119
7195,20201030,MP,92,15993,2,4
7196,20201030,MS,119336,804264,3328,6576
7199,20201030,ND,42733,249455,517,1586
7200,20201030,NE,68150,517948,637,2977
7201,20201030,NH,10884,328600,482,777
7202,20201030,NJ,247762,4337984,16339,37613
7207,20201030,OK,121495,1480280,1326,8778
7208,20201030,OR,43793,805002,673,3170
7211,20201030,RI,32874,400002,1201,3309
7212,20201030,SC,175594,1612766,3896,10452
7213,20201030,SD,44559,212097,415,2660
7216,20201030,UT,112932,926583,601,5395
7221,20201030,WI,232062,1817061,2029,11145
7223,20201030,WY,13028,116955,87,440
7225,20201029,AL,189149,1165898,2914,20246
7226,20201029,AR,109712,1223702,1894,6967
7228,20201029,AZ,242480,1508827,5918,21260
7230,20201029,CO,102014,1101195,2268,8943
7234,20201029,FL,784331,5284167,16854,49580
7239,20201029,ID,61785,324021,599,2514
7241,20201029,IN,172730,1498363,4260,16469
7242,20201029,KS,82045,550988,1007,3752
7245,20201029,MA,155564,2551212,9951,13235
7246,20201029,MD,143387,1773461,4127,16971
7249,20201029,MN,142311,1678084,2419,9991
7251,20201029,MP,92,15993,2,4
7252,20201029,MS,118587,804264,3310,6576
7255,20201029,ND,41355,248390,504,1547
7256,20201029,NE,66545,514184,628,2950
7257,20201029,NH,10768,328492,482,775
7258,20201029,NJ,245364,4337984,16332,37549
7263,20201029,OK,120193,1465992,1306,8688
7264,20201029,OR,43228,797821,671,3134
7267,20201029,RI,32312,397028,1195,3272
7268,20201029,SC,174591,1599151,3889,10404
7269,20201029,SD,43000,210514,403,2602
7272,20201029,UT,110640,919232,598,5319
7277,20201029,WI,226705,1803465,2003,11003
7279,20201029,WY,12507,116955,87,434
7281,20201028,AL,187706,1159926,2911,20116
7282,20201028,AR,108640,1212191,1875,6920
7284,20201028,AZ,241165,1495814,5905,21247
7286,20201028,CO,100208,1091650,2249,8854
7290,20201028,FL,780220,5249957,16775,49289
7295,20201028,ID,60923,321861,585,2483
7297,20201028,IN,169112,1487978,4227,16273
7298,20201028,KS,82045,550988,1007,3752
7301,20201028,MA,154218,2534122,9924,13213
7302,20201028,MD,142425,1763527,4115,16910
7305,20201028,MN,139444,1662060,2387,9855
7307,20201028,MP,92,15993,2,4
7308,20201028,MS,117617,763987,3302,6576
7311,20201028,ND,40127,247617,493,1519
7312,20201028,NE,65376,511647,620,2905
7313,20201028,NH,10641,326150,478,775
7314,20201028,NJ,243391,4290614,16324,37485
7319,20201028,OK,119152,1456714,1286,8609
7320,20201028,OR,42808,794187,664,3111
7323,20201028,RI,31944,394411,1192,3256
7324,20201028,SC,173491,1580290,3876,10345
7325,20201028,SD,42000,209296,384,2545
7328,20201028,UT,108803,911159,588,5247
7333,20201028,WI,221559,1795161,1943,10810
7335,20201028,WY,12146,113686,77,421
7337,20201027,AL,186437,1153448,2892,19974
7338,20201027,AR,107679,1203175,1857,6841
7340,20201027,AZ,240122,1490040,5891,21172
7342,20201027,CO,98733,1085021,2236,8778
7346,20201027,FL,776215,5215423,16709,49077
7351,20201027,ID,60041,320491,580,2447
7353,20201027,IN,166564,1479978,4194,16064
7354,20201027,KS,78676,547255,976,3646
7357,20201027,MA,153037,2516614,9888,13160
7358,20201027,MD,141741,1756353,4108,16859
7361,20201027,MN,137536,1654542,2368,9729
7363,20201027,MP,92,15993,2,4
7364,20201027,MS,116617,729544,3283,6576
7367,20201027,ND,39309,247066,481,1478
7368,20201027,NE,64499,508261,603,2875
7369,20201027,NH,10531,324553,475,771
7370,20201027,NJ,241376,4253482,16306,37414
7375,20201027,OK,118409,1446067,1273,8540
7376,20201027,OR,42436,787848,655,3091
7379,20201027,RI,31445,392024,1188,3229
7380,20201027,SC,172579,1572447,3842,10286
7381,20201027,SD,40730,208435,375,2483
7384,20201027,UT,107228,906167,578,5169
7389,20201027,WI,217429,1789158,1895,10636
7391,20201027,WY,11806,113686,77,411
7393,20201026,AL,185322,1148993,2866,19974
7394,20201026,AR,106727,1195435,1833,6768
7396,20201026,AZ,238964,1481321,5875,21097
7398,20201026,CO,97300,1078050,2226,8658
7402,20201026,FL,771989,5202736,16652,48842
7407,20201026,ID,59344,318479,573,2431
7409,20201026,IN,164581,1473651,4143,15905
7410,20201026,KS,78676,547255,976,3646
7413,20201026,MA,151777,2503912,9881,13160
7414,20201026,MD,140844,1747527,4099,16819
7417,20201026,MN,135372,1648940,2353,9588
7419,20201026,MP,92,15723,2,4
7420,20201026,MS,115763,729544,3263,6576
7423,20201026,ND,38406,246237,467,1437
7424,20201026,NE,63797,506037,596,2846
7425,20201026,NH,10397,323367,475,768
7426,20201026,NJ,239295,4225550,16292,37310
7431,20201026,OK,117399,1417024,1251,8408
7432,20201026,OR,42101,783149,653,3034
7435,20201026,RI,31024,388868,1184,3208
7436,20201026,SC,171501,1561731,3823,10236
7437,20201026,SD,39741,207353,375,2453
7440,20201026,UT,106083,900719,574,5102
7445,20201026,WI,211928,1777892,1824,10416
7447,20201026,WY,11477,113686,77,401
7449,20201025,AL,184355,1144785,2866,19595
7450,20201025,AR,106115,1189120,1812,6718
7452,20201025,AZ,238163,1473706,5874,21086
7454,20201025,CO,95089,1061145,2223,8622
7458,20201025,FL,768653,5174087,16632,48766
7463,20201025,ID,58694,316833,572,2409
7465,20201025,IN,162607,1466861,4130,15767
7466,20201025,KS,76230,540032,975,3584
7469,20201025,MA,150565,2485042,9864,13142
7470,20201025,MD,140279,1738650,4096,16757
7473,20201025,MN,133802,1636931,2349,9511
7475,20201025,MP,88,15723,2,4
7476,20201025,MS,115088,729544,3255,6380
7479,20201025,ND,37874,245691,461,1417
7480,20201025,NE,63215,504211,595,2833
7481,20201025,NH,10328,321865,473,766
7482,20201025,NJ,237800,4157414,16285,37287
7487,20201025,OK,116736,1417024,1249,8386
7488,20201025,OR,41739,779403,653,3034
7491,20201025,RI,30857,387563,1183,3208
7492,20201025,SC,170678,1535736,3802,10224
7493,20201025,SD,39203,206727,375,2436
7496,20201025,UT,104882,896357,572,5049
7501,20201025,WI,208917,1768026,1813,10332
7503,20201025,WY,11041,113686,68,394
7505,20201024,AL,183276,1138922,2866,19595
7506,20201024,AR,105318,1181805,1797,6707
7508,20201024,AZ,236772,1462194,5869,21043
7510,20201024,CO,93400,1050755,2218,8598
7514,20201024,FL,766305,5161810,16620,48684
7519,20201024,ID,57673,315145,562,2387
7521,20201024,IN,160454,1457877,4118,15627
7522,20201024,KS,76230,540032,975,3584
7525,20201024,MA,149488,2469119,9839,13126
7526,20201024,MD,139487,1727440,4091,16705
7529,20201024,MN,132122,1611993,2328,9444
7531,20201024,MP,88,15723,2,4
7532,20201024,MS,115088,729544,3255,6380
7535,20201024,ND,37025,244794,453,1405
7536,20201024,NE,62510,501765,591,2817
7537,20201024,NH,10238,319429,473,765
7538,20201024,NJ,236393,4112555,16281,37262
7543,20201024,OK,115685,1417024,1245,8360
7544,20201024,OR,41348,773853,649,3034
7547,20201024,RI,30583,385492,1183,3197
7548,20201024,SC,169341,1509743,3793,10212
7549,20201024,SD,38141,205539,366,2378
7552,20201024,UT,103117,889617,568,4997
7557,20201024,WI,205139,1757630,1803,10237
7559,20201024,WY,10805,113686,68,392
7561,20201023,AL,180916,1133858,2859,19595
7562,20201023,AR,104135,1170162,1782,6678
7564,20201023,AZ,235882,1450981,5865,20967
7566,20201023,CO,91572,1039329,2211,8557
7570,20201023,FL,761924,5093972,16544,48510
7575,20201023,ID,56600,313067,553,2363
7577,20201023,IN,157713,1447883,4092,15498
7578,20201023,KS,76230,540032,975,3584
7581,20201023,MA,148285,2451079,9830,13106
7582,20201023,MD,138691,1716603,4078,16650
7585,20201023,MN,129863,1604382,2314,9338
7587,20201023,MP,88,15723,2,4
7588,20201023,MS,113876,729544,3238,6380
7591,20201023,ND,36058,243763,445,1388
7592,20201023,NE,61285,498023,587,2783
7593,20201023,NH,10112,316633,471,765
7594,20201023,NJ,234187,4112555,16273,37222
7599,20201023,OK,113856,1397696,1234,8265
7600,20201023,OR,40810,765191,646,3005
7603,20201023,RI,30118,382732,1177,3126
7604,20201023,SC,168549,1498952,3777,10161
7605,20201023,SD,37202,203800,356,2336
7608,20201023,UT,101509,882628,567,4939
7613,20201023,WI,200466,1744072,1774,10038
7615,20201023,WY,10545,113686,68,392
7617,20201022,AL,177064,1125753,2843,19448
7618,20201022,AR,102798,1159242,1772,6526
7620,20201022,AZ,234906,1438997,5859,20938
7622,20201022,CO,90222,1029978,2198,8478
7626,20201022,FL,758306,5053848,16470,48320
7631,20201022,ID,55650,310957,546,2327
7633,20201022,IN,155246,1439119,4065,15304
7634,20201022,KS,74456,531053,952,3506
7637,20201022,MA,147215,2436286,9810,13082
7638,20201022,MD,137979,1705376,4070,16603
7641,20201022,MN,128152,1594745,2301,9226
7643,20201022,MP,88,15723,2,4
7644,20201022,MS,113081,729544,3231,6380
7647,20201022,ND,35162,242640,427,1351
7648,20201022,NE,60308,494231,576,2741
7649,20201022,NH,9994,313740,470,765
7650,20201022,NJ,232872,4073227,16263,24517
