,date,state,positive,negative,death,hospitalized
9155,20200925,MP,69,14776,2,4
9156,20200925,MS,96032,630354,2894,5607
9159,20200925,ND,19843,214749,222,789
9160,20200925,NE,42731,394573,462,2259
9161,20200925,NH,8085,255898,438,743
9162,20200925,NJ,206877,3276611,16093,23285
9167,20200925,OK,82520,1058144,993,6192
9168,20200925,OR,31865,618633,539,2468
9171,20200925,RI,24181,305853,1107,2725
9172,20200925,SC,143902,1082565,3297,8994
9173,20200925,SD,20554,163393,216,1400
9176,20200925,UT,68530,717197,448,3668
9181,20200925,WI,117329,1383645,1284,6962
9183,20200925,WY,5420,92406,50,256
9185,20200924,AL,148206,944747,2506,16778
9186,20200924,AR,79049,840737,1246,5160
9188,20200924,AZ,215852,1204565,5559,21942
9190,20200924,CO,67217,795588,2033,7454
9194,20200924,FL,684847,4486459,13961,43621
9197,20200924,HI,11848,275096,122,763
9199,20200924,ID,38743,258700,454,1754
9201,20200924,IN,114236,1217372,3548,12388
9202,20200924,KS,55226,437055,621,2766
9205,20200924,MA,128993,2017533,9362,12606
9206,20200924,MD,121800,1439779,3909,15299
9209,20200924,MN,93012,1243839,2040,7335
9211,20200924,MP,69,14776,2,4
9212,20200924,MS,95310,626449,2874,5607
9215,20200924,ND,19412,213662,216,777
9216,20200924,NE,42278,392091,462,2247
9217,20200924,NH,8044,239107,438,732
9218,20200924,NJ,206250,3250252,16087,23252
9223,20200924,OK,81244,1045682,981,6130
9224,20200924,OR,31503,614622,538,2438
9227,20200924,RI,24311,303272,1106,2725
9228,20200924,SC,142707,1064399,3279,8945
9229,20200924,SD,20097,161564,210,1375
9232,20200924,UT,67119,711293,444,3619
9237,20200924,WI,114700,1371070,1275,6897
9239,20200924,WY,5305,91335,50,255
9241,20200923,AL,147153,938451,2488,16698
9242,20200923,AR,77963,831301,1229,5098
9244,20200923,AZ,215284,1194582,5525,21925
9246,20200923,CO,66669,786923,2030,7444
9250,20200923,FL,682370,4465481,13782,43433
9253,20200923,HI,11681,272547,120,749
9255,20200923,ID,38347,257054,451,1740
9257,20200923,IN,113337,1209482,3530,12312
9258,20200923,KS,55226,437055,621,2766
9261,20200923,MA,128512,1999432,9347,12592
9262,20200923,MD,121297,1430808,3902,15268
9265,20200923,MN,92100,1231851,2037,7303
9267,20200923,MP,69,14776,2,4
9268,20200923,MS,94573,622138,2870,5607
9271,20200923,ND,18945,212871,206,763
9272,20200923,NE,41785,389317,461,2214
9273,20200923,NH,8007,236482,438,728
9274,20200923,NJ,205606,3221759,16078,23215
9279,20200923,OK,80161,1034165,970,6057
9280,20200923,OR,31313,611268,532,2419
9283,20200923,RI,24177,300943,1102,2713
9284,20200923,SC,141686,1048898,3262,8906
9285,20200923,SD,19634,160498,202,1367
9288,20200923,UT,65921,703989,444,3584
9293,20200923,WI,112222,1360183,1268,6821
9295,20200923,WY,5169,89824,50,253
9297,20200922,AL,146584,933565,2457,16604
9298,20200922,AR,76981,823225,1209,5055
9300,20200922,AZ,214846,1185808,5498,21900
9302,20200922,CO,66053,779058,2025,7416
9306,20200922,FL,679776,4444433,13579,43261
9309,20200922,HI,11618,271121,120,735
9311,20200922,ID,37901,256170,447,1726
9313,20200922,IN,112626,1202814,3520,12265
9314,20200922,KS,53959,430732,600,2706
9317,20200922,MA,127969,1979312,9328,12571
9318,20200922,MD,120912,1423102,3895,15237
9321,20200922,MN,91422,1226011,2031,7253
9323,20200922,MP,69,14316,2,4
9324,20200922,MS,94021,618480,2846,5607
9327,20200922,ND,18473,211562,199,752
9328,20200922,NE,41388,386658,452,2208
9329,20200922,NH,7990,235537,438,727
9330,20200922,NJ,205116,3197069,16070,23170
9335,20200922,OK,79072,1022767,962,5996
9336,20200922,OR,30995,607803,529,2395
9339,20200922,RI,24044,298347,1099,2704
9340,20200922,SC,140789,1031695,3243,8851
9341,20200922,SD,19189,159157,202,1323
9344,20200922,UT,65044,697315,443,3550
9349,20200922,WI,110327,1348492,1259,6765
9351,20200922,WY,5016,89824,49,253
9353,20200921,AL,145780,928112,2439,16487
9354,20200921,AR,76364,817238,1197,4986
9356,20200921,AZ,214251,1176711,5478,21878
9358,20200921,CO,65399,773485,2018,7373
9362,20200921,FL,677362,4427821,13480,43033
9365,20200921,HI,11562,270015,120,730
9367,20200921,ID,37491,254795,443,1718
9369,20200921,IN,112027,1196618,3512,12184
9370,20200921,KS,53959,430732,600,2706
9373,20200921,MA,127796,1970320,9317,12553
9374,20200921,MD,120568,1417061,3883,15171
9377,20200921,MN,90942,1221995,2021,7199
9379,20200921,MP,69,14316,2,4
9380,20200921,MS,93556,613350,2810,5607
9383,20200921,ND,18209,211267,196,730
9384,20200921,NE,41083,384733,442,2194
9385,20200921,NH,7952,234290,438,726
9386,20200921,NJ,204606,3153029,16063,23135
9391,20200921,OK,77908,995697,948,5896
9392,20200921,OR,30801,605268,526,2356
9395,20200921,RI,23932,296634,1097,2693
9396,20200921,SC,138124,1005994,3212,8779
9397,20200921,SD,18869,158154,202,1297
9400,20200921,UT,64394,691696,441,3520
9405,20200921,WI,108588,1337627,1252,6692
9407,20200921,WY,4944,89187,49,247
9409,20200920,AL,144962,923366,2437,16227
9410,20200920,AR,75723,810294,1181,4967
9412,20200920,AZ,214018,1169906,5476,21876
9414,20200920,CO,64857,767852,2014,7363
9418,20200920,FL,675691,4411335,13459,42939
9421,20200920,HI,11485,268523,120,726
9423,20200920,ID,37247,252681,441,1711
9425,20200920,IN,111505,1190435,3506,12143
9426,20200920,KS,52285,422464,596,2671
9429,20200920,MA,127540,1959741,9310,12545
9430,20200920,MD,120156,1409320,3879,15119
9433,20200920,MN,90017,1213458,2017,7163
9435,20200920,MP,68,14316,2,4
9436,20200920,MS,93364,609799,2810,5499
9439,20200920,ND,17925,210297,195,723
9440,20200920,NE,40797,382563,442,2194
9441,20200920,NH,7947,232454,438,725
9442,20200920,NJ,204171,3153029,16061,23130
9447,20200920,OK,76807,995697,946,5843
9448,20200920,OR,30599,603311,525,2356
9451,20200920,RI,23880,295923,1094,2693
9452,20200920,SC,137708,994887,3199,8738
9453,20200920,SD,18696,157657,202,1288
9456,20200920,UT,63772,688333,440,3494
9461,20200920,WI,107292,1332102,1250,6653
9463,20200920,WY,4871,87560,49,243
9465,20200919,AL,144164,918448,2437,16227
9466,20200919,AR,75160,794097,1173,4963
9468,20200919,AZ,213551,1159608,5467,21882
9470,20200919,CO,64356,761346,2013,7357
9474,20200919,FL,673194,4387321,13450,42858
9477,20200919,HI,11376,268523,120,700
9479,20200919,ID,36959,251236,438,1701
9481,20200919,IN,110759,1181856,3503,12091
9482,20200919,KS,52285,422464,596,2671
9485,20200919,MA,127181,1942682,9295,12537
9486,20200919,MD,119744,1399060,3876,15119
9489,20200919,MN,88721,1202674,2015,7124
9491,20200919,MP,62,14316,2,4
9492,20200919,MS,93087,609799,2809,5499
9495,20200919,ND,17573,208895,195,716
9496,20200919,NE,40387,379608,442,2194
9497,20200919,NH,7920,230812,438,725
9498,20200919,NJ,203682,3093068,16058,23120
9503,20200919,OK,75804,995697,943,5843
9504,20200919,OR,30342,599080,521,2356
9507,20200919,RI,23798,294218,1091,2687
9508,20200919,SC,137240,986025,3188,8708
9509,20200919,SD,18444,156777,200,1268
9512,20200919,UT,62852,683285,440,3477
9517,20200919,WI,105557,1325447,1249,6619
9519,20200919,WY,4780,87560,49,242
9521,20200918,AL,142863,910192,2428,16227
9522,20200918,AR,74082,794097,1173,4932
9524,20200918,AZ,212942,1149377,5451,21865
9526,20200918,CO,63750,754119,2009,7347
9530,20200918,FL,669684,4360601,13387,42715
9533,20200918,HI,11239,258224,107,685
9535,20200918,ID,36489,249063,434,1682
9537,20200918,IN,109683,1171755,3495,12035
9538,20200918,KS,52285,422464,596,2671
9541,20200918,MA,126582,1921953,9269,12514
9542,20200918,MD,119062,1385805,3869,15070
9545,20200918,MN,87807,1191030,2002,7091
9547,20200918,MP,62,14316,2,4
9548,20200918,MS,91935,541497,2780,5499
9551,20200918,ND,17195,207963,187,705
9552,20200918,NE,39921,376654,442,2181
9553,20200918,NH,7861,229657,438,725
9554,20200918,NJ,203172,3093068,16055,23096
9559,20200918,OK,74567,979650,939,5755
9560,20200918,OR,29850,595574,521,2341
9563,20200918,RI,23620,291935,1088,2675
9564,20200918,SC,136318,975086,3177,8669
9565,20200918,SD,18075,155629,198,1246
9568,20200918,UT,61775,677205,437,3444
9573,20200918,WI,103154,1315258,1246,6569
9575,20200918,WY,4747,87560,49,240
9577,20200917,AL,141757,903156,2401,16079
9578,20200917,AR,73211,783707,1166,4896
9580,20200917,AZ,211660,1141222,5409,21821
9582,20200917,CO,63145,746096,2006,7327
9586,20200917,FL,666507,4336517,13247,42525
9589,20200917,HI,11080,254554,103,667
9591,20200917,ID,36093,247272,429,1658
9593,20200917,IN,108646,1161004,3478,11982
9594,20200917,KS,50870,413356,586,2616
9597,20200917,MA,126128,1900167,9260,12496
9598,20200917,MD,118519,1375823,3861,15008
9601,20200917,MN,86722,1176824,1994,7050
9603,20200917,MP,62,14316,2,4
9604,20200917,MS,91935,541497,2780,5499
9607,20200917,ND,16690,206447,185,691
9608,20200917,NE,39419,373432,439,2172
9609,20200917,NH,7814,227696,438,725
9610,20200917,NJ,202621,3067457,16051,23071
9615,20200917,OK,73318,966519,930,5698
9616,20200917,OR,29850,591423,521,2319
9619,20200917,RI,23488,289787,1085,2668
9620,20200917,SC,135446,952141,3158,8611
9621,20200917,SD,17686,153837,193,1231
9624,20200917,UT,60658,672024,437,3401
9629,20200917,WI,100574,1304724,1239,6522
9631,20200917,WY,4652,86800,49,236
9633,20200916,AL,141087,899684,2392,15942
9634,20200916,AR,72219,773958,1157,4840
9636,20200916,AZ,209907,1118554,5371,21825
9638,20200916,CO,62686,739236,2002,7288
9642,20200916,FL,663234,4312822,13100,42327
9645,20200916,HI,10978,252164,100,654
9647,20200916,ID,35810,245832,423,1631
9649,20200916,IN,107809,1154083,3472,11918
9650,20200916,KS,50870,413356,586,2616
9653,20200916,MA,125699,1872942,9245,12478
9654,20200916,MD,117888,1365070,3855,14959
9657,20200916,MN,85813,1166579,1985,7019
9659,20200916,MP,61,14316,2,4
9660,20200916,MS,91234,541497,2756,5499
9663,20200916,ND,16298,205724,175,674
9664,20200916,NE,38970,369991,436,2167
9665,20200916,NH,7780,225951,438,723
9666,20200916,NJ,201985,3037180,16048,23032
9671,20200916,OK,72284,955312,924,5610
9672,20200916,OR,29662,588402,519,2292
9675,20200916,RI,23358,287986,1081,2662
9676,20200916,SC,134122,946800,3132,8552
9677,20200916,SD,17291,152364,192,1211
9680,20200916,UT,59747,666743,437,3381
9685,20200916,WI,98440,1295313,1237,6454
9687,20200916,WY,4566,85403,46,235
9689,20200915,AL,140160,892810,2387,15756
9690,20200915,AR,71357,800759,1010,4802
9692,20200915,AZ,209209,1103095,5344,21800
9694,20200915,CO,62099,733634,1996,7262
9698,20200915,FL,660946,4300001,12946,42127
9701,20200915,HI,10913,251128,99,638
9703,20200915,ID,35532,244638,419,1612
9705,20200915,IN,107229,1147502,3460,11858
9706,20200915,KS,49899,408482,534,2572
9709,20200915,MA,125393,1856605,9225,12462
9710,20200915,MD,117245,1355537,3849,14918
9713,20200915,MN,85351,1162516,1979,6979
9715,20200915,MP,61,14316,2,4
9716,20200915,MS,90523,535788,2734,5499
9719,20200915,ND,16033,204581,175,657
9720,20200915,NE,38642,368033,435,2154
9721,20200915,NH,7748,224710,438,722
9722,20200915,NJ,201540,3014907,16039,23003
9727,20200915,OK,71314,945194,912,5562
9728,20200915,OR,29484,585320,511,2279
9731,20200915,RI,23250,286791,1078,2650
9732,20200915,SC,133470,941267,3098,8502
9733,20200915,SD,16994,149102,184,1195
9736,20200915,UT,59000,661331,436,3361
9741,20200915,WI,96938,1284525,1229,6406
9743,20200915,WY,4438,85307,46,230
9745,20200914,AL,139459,888092,2355,15756
9746,20200914,AR,70627,757640,992,4736
9748,20200914,AZ,208725,1091939,5322,21774
9750,20200914,CO,61699,729058,1990,7240
9754,20200914,FL,658203,4275278,12800,41846
9757,20200914,HI,10834,248831,99,636
9759,20200914,ID,35279,243334,415,1604
9761,20200914,IN,106540,1140753,3439,11796
9762,20200914,KS,49899,408482,534,2572
9765,20200914,MA,125080,1845095,9219,12442
9766,20200914,MD,116646,1348217,3839,14884
9769,20200914,MN,84949,1158406,1974,6954
9771,20200914,MP,61,14316,2,4
9772,20200914,MS,90018,535788,2706,5499
9775,20200914,ND,15801,204399,173,646
9776,20200914,NE,38335,365630,434,2139
9777,20200914,NH,7714,224102,436,721
9778,20200914,NJ,201051,2993002,16030,22965
9783,20200914,OK,70223,920176,905,5466
9784,20200914,OR,29337,583283,509,2235
9787,20200914,RI,23130,285067,1075,2644
9788,20200914,SC,132680,955793,3077,8448
9789,20200914,SD,16801,148338,184,1171
9792,20200914,UT,58438,656484,436,3338
9797,20200914,WI,95497,1273607,1218,6350
9799,20200914,WY,4392,84614,46,230
9801,20200913,AL,138755,884432,2351,15527
9802,20200913,AR,70219,751849,981,4719
9804,20200913,AZ,208512,1087625,5322,21773
9806,20200913,CO,61324,723206,1988,7227
9810,20200913,FL,656485,4259936,12764,41769
9813,20200913,HI,10722,244811,97,635
9815,20200913,ID,35167,241956,415,1596
9817,20200913,IN,105804,1133180,3438,11749
9818,20200913,KS,48386,400544,511,2537
9821,20200913,MA,124826,1833129,9210,12431
9822,20200913,MD,116110,1339735,3838,14851
9825,20200913,MN,84311,1148994,1971,6931
9827,20200913,MP,60,14316,2,4
9828,20200913,MS,89874,532919,2697,5410
9831,20200913,ND,15549,203029,171,643
9832,20200913,NE,38108,362576,434,2137
9833,20200913,NH,7696,222846,436,721
9834,20200913,NJ,200683,2971896,16026,22963
9839,20200913,OK,69354,920176,905,5451
9840,20200913,OR,29156,580948,505,2235
9843,20200913,RI,23098,284385,1075,2644
9844,20200913,SC,131864,939999,3064,8426
9845,20200913,SD,16638,147318,184,1165
9848,20200913,UT,57875,654098,433,3326
9853,20200913,WI,94679,1270458,1218,6332
9855,20200913,WY,4346,82091,42,228
9857,20200912,AL,137646,878723,2350,15527
9858,20200912,AR,69710,750290,969,4678
9860,20200912,AZ,208128,1080601,5315,21773
9862,20200912,CO,60907,716581,1988,7223
9866,20200912,FL,654090,4240109,12756,41687
9869,20200912,HI,10593,239580,96,622
9871,20200912,ID,34950,240660,412,1569
9873,20200912,IN,104561,1102419,3437,11710
9874,20200912,KS,48386,400544,511,2537
9877,20200912,MA,124540,1821294,9196,12426
9878,20200912,MD,115533,1328919,3836,14796
9881,20200912,MN,83588,1138934,1958,6899
9883,20200912,MP,60,14316,2,4
9884,20200912,MS,89620,532919,2685,5410
9887,20200912,ND,15120,201430,170,634
9888,20200912,NE,37841,359513,434,2131
9889,20200912,NH,7652,221372,435,721
9890,20200912,NJ,200359,2944898,16021,22950
9895,20200912,OK,68659,920176,899,5424
9896,20200912,OR,28865,576874,499,2235
9899,20200912,RI,22999,283137,1072,2639
9900,20200912,SC,129978,924894,3040,8402
9901,20200912,SD,16437,146172,183,1152
9904,20200912,UT,57247,650984,433,3311
9909,20200912,WI,93055,1264305,1217,6309
9911,20200912,WY,4297,82091,42,287
9913,20200911,AL,136703,874219,2333,15527
9914,20200911,AR,68983,729375,953,4678
9916,20200911,AZ,207523,1071901,5288,21747
9918,20200911,CO,60492,709735,1985,7208
9922,20200911,FL,650922,4218375,12658,41494
9925,20200911,HI,10423,236191,94,610
9927,20200911,ID,34617,239199,407,1551
9929,20200911,IN,103505,1079599,3420,11651
9930,20200911,KS,48386,400544,511,2537
9933,20200911,MA,123986,1803416,9180,12411
9934,20200911,MD,114724,1318152,3828,14756
9937,20200911,MN,82716,1129844,1949,6863
9939,20200911,MP,59,14316,2,4
9940,20200911,MS,89175,529204,2670,5410
9943,20200911,ND,14654,200392,163,630
9944,20200911,NE,37373,356439,430,2119
9945,20200911,NH,7620,219671,434,720
9946,20200911,NJ,199855,2944898,16017,22918
9951,20200911,OK,67642,907109,888,5369
9952,20200911,OR,28654,568334,497,2222
9955,20200911,RI,22905,280118,1071,2620
9956,20200911,SC,129046,915430,3028,8353
9957,20200911,SD,16117,144846,177,1138
9960,20200911,UT,56675,646486,431,3288
9965,20200911,WI,91625,1254034,1205,6263
9967,20200911,WY,4264,82091,42,227
9969,20200910,AL,135565,870173,2301,15339
9970,20200910,AR,67803,729375,940,4606
9972,20200910,AZ,207002,1065732,5273,21611
9974,20200910,CO,60185,704497,1979,7186
9978,20200910,FL,647318,4195528,12482,41279
9981,20200910,HI,10254,229149,91,604
9983,20200910,ID,34310,237854,406,1536
9985,20200910,IN,102243,1061898,3410,11591
9986,20200910,KS,47410,394004,495,2470
9989,20200910,MA,123546,1784453,9166,12401
9990,20200910,MD,114078,1309649,3824,14706
9993,20200910,MN,82249,1123252,1936,6830
9995,20200910,MP,59,14316,2,4
9996,20200910,MS,88322,524916,2656,5410
9999,20200910,ND,14413,199849,163,624
10000,20200910,NE,36917,353401,421,2108
10001,20200910,NH,7573,218086,434,719
10002,20200910,NJ,199331,2918240,16008,22888
10007,20200910,OK,66700,895010,876,5318
10008,20200910,OR,28471,565606,494,2215
10011,20200910,RI,22782,278531,1067,2611
10012,20200910,SC,126592,905867,2975,8295
10013,20200910,SD,15834,143416,177,1120
10016,20200910,UT,56019,642406,430,3273
10021,20200910,WI,90182,1245448,1201,6222
10023,20200910,WY,4199,81100,42,224
10025,20200909,AL,134417,863982,2285,15339
10026,20200909,AR,67255,716973,928,4574
10028,20200909,AZ,206541,1062656,5251,21593
10030,20200909,CO,59920,700432,1977,7173
10034,20200909,FL,644781,4179100,12269,40985
10037,20200909,HI,10156,227761,88,599
10039,20200909,ID,33981,236553,389,1502
10041,20200909,IN,101485,1056533,3397,11528
10042,20200909,KS,47410,394004,495,2470
10045,20200909,MA,123143,1766927,9146,12387
10046,20200909,MD,113575,1301947,3816,14672
10049,20200909,MN,81868,1122325,1921,6792
10051,20200909,MP,59,13486,2,4
10052,20200909,MS,87805,521833,2623,5410
10055,20200909,ND,14078,198849,160,611
10056,20200909,NE,36477,348872,406,2089
10057,20200909,NH,7517,216915,433,719
10058,20200909,NJ,198841,2896159,16003,22854
10063,20200909,OK,65929,887607,863,5253
10064,20200909,OR,28355,563144,486,2206
10067,20200909,RI,22676,276338,1062,2604
10068,20200909,SC,126213,891106,2942,8236
10069,20200909,SD,15571,142318,173,1109
10072,20200909,UT,55673,638636,427,3263
10077,20200909,WI,88590,1238173,1191,6173
10079,20200909,WY,4151,80684,42,221
10081,20200908,AL,133606,858789,2277,15137
10082,20200908,AR,66757,716973,917,4524
10084,20200908,AZ,206045,1060554,5221,21522
10086,20200908,CO,59674,697567,1973,7161
10090,20200908,FL,642775,4166781,12067,40661
10093,20200908,HI,9959,227053,86,598
10095,20200908,ID,33741,235497,385,1468
10097,20200908,IN,100780,1050083,3380,11467
10098,20200908,KS,46914,389772,485,2441
10101,20200908,MA,122962,1755759,9141,12368
10102,20200908,MD,113239,1297359,3807,14636
10105,20200908,MN,81608,1120262,1914,6760
10107,20200908,MP,59,13486,2,4
10108,20200908,MS,87379,519082,2585,5410
10111,20200908,ND,13842,198257,160,604
10112,20200908,NE,35975,342325,404,2079
10113,20200908,NH,7494,215469,433,718
10114,20200908,NJ,198450,2876079,15995,22812
10119,20200908,OK,65053,860086,854,5137
10120,20200908,OR,28190,559976,482,2161
10123,20200908,RI,22592,268847,1059,2589
10124,20200908,SC,125908,888243,2912,8182
10125,20200908,SD,15403,141283,173,1094
10128,20200908,UT,55359,636000,424,3242
10133,20200908,WI,87677,1230159,1176,6118
10135,20200908,WY,4103,77366,42,219
10137,20200907,AL,132973,855022,2276,14914
10138,20200907,AR,66280,706533,908,4486
10140,20200907,AZ,205964,1057433,5219,21525
10142,20200907,CO,59487,694832,1973,7142
10146,20200907,FL,640978,4153415,12023,40547
10149,20200907,HI,9855,225048,85,597
10151,20200907,ID,33667,234522,385,1466
10153,20200907,IN,100394,1046178,3368,11410
10154,20200907,KS,46914,389772,485,2441
10157,20200907,MA,122791,1746488,9133,12357
10158,20200907,MD,112883,1292306,3804,14603
10161,20200907,MN,81225,1116450,1912,6743
10163,20200907,MP,58,13486,2,4
10164,20200907,MS,87130,510921,2585,5326
10167,20200907,ND,13768,198097,160,602
10168,20200907,NE,35886,341575,404,2068
10169,20200907,NH,7476,214823,433,718
10170,20200907,NJ,198142,2860138,15990,22802
10175,20200907,OK,64220,860086,853,5113
10176,20200907,OR,28044,557381,481,2161
10179,20200907,RI,22572,268457,1059,2589
10180,20200907,SC,125607,884103,2907,8171
10181,20200907,SD,15300,140793,173,1084
10184,20200907,UT,55033,633772,423,3225
10189,20200907,WI,86928,1226793,1176,6089
10191,20200907,WY,4032,74312,42,219
10193,20200906,AL,132314,851994,2276,14914
10194,20200906,AR,65226,700721,894,4462
10196,20200906,AZ,205766,1053252,5221,21527
10198,20200906,CO,59274,689187,1972,7138
10202,20200906,FL,639166,4138339,12001,40487
10205,20200906,HI,9693,220103,84,592
10207,20200906,ID,33477,233695,384,1466
10209,20200906,IN,99804,1039064,3364,11365
10210,20200906,KS,45220,381985,481,2415
10213,20200906,MA,122562,1736840,9125,12350
10214,20200906,MD,112119,1281205,3799,14573
10217,20200906,MN,80587,1107706,1909,6719
10219,20200906,MP,58,13486,2,4
10220,20200906,MS,86888,510921,2584,5326
10223,20200906,ND,13599,197368,160,598
10224,20200906,NE,35805,341023,404,2065
10225,20200906,NH,7447,213215,433,718
10226,20200906,NJ,197782,2808249,15988,22796
10231,20200906,OK,63607,860086,853,5105
10232,20200906,OR,27856,552251,480,2161
10235,20200906,RI,22519,266689,1058,2587
10236,20200906,SC,124952,876273,2887,8144
10237,20200906,SD,15109,139992,173,1079
10240,20200906,UT,54660,631263,422,3207
10245,20200906,WI,86353,1221894,1176,6070
10247,20200906,WY,4032,74312,42,219
10249,20200905,AL,131803,846170,2275,14914
10250,20200905,AR,65226,700721,882,4456
10252,20200905,AZ,205516,1047259,5207,21520
10254,20200905,CO,58989,683583,1971,7134
10258,20200905,FL,636653,4119940,11963,40373
10261,20200905,HI,9473,211918,81,583
10263,20200905,ID,33196,232449,382,1461
10265,20200905,IN,98961,1030117,3362,11318
10266,20200905,KS,45220,381985,481,2415
10269,20200905,MA,122196,1719479,9116,12347
10270,20200905,MD,111607,1272848,3796,14516
10273,20200905,MN,79880,1097920,1903,6676
10275,20200905,MP,58,13486,2,4
10276,20200905,MS,86478,510921,2569,5326
10279,20200905,ND,13301,196165,159,596
10280,20200905,NE,35661,339863,404,2060
10281,20200905,NH,7424,211321,432,717
10282,20200905,NJ,197431,2771300,15984,22790
10287,20200905,OK,63187,860086,850,5105
10288,20200905,OR,27601,549328,475,2161
10291,20200905,RI,22484,265203,1058,2581
10292,20200905,SC,124289,869638,2877,8133
10293,20200905,SD,14889,139018,173,1068
10296,20200905,UT,54272,627166,420,3188
10301,20200905,WI,85463,1217278,1176,6048
10303,20200905,WY,4006,74312,42,223
10305,20200904,AL,130393,840020,2266,14801
10306,20200904,AR,64678,684236,873,4422
10308,20200904,AZ,204681,1032247,5171,21498
10310,20200904,CO,58655,677313,1966,7125
10314,20200904,FL,633060,4099796,11903,40127
10317,20200904,HI,9202,204520,79,573
10319,20200904,ID,32927,230800,372,1442
10321,20200904,IN,97884,1019543,3350,11265
10322,20200904,KS,45220,381985,481,2415
10325,20200904,MA,121758,1699106,9100,12335
10326,20200904,MD,110831,1260634,3789,14473
10329,20200904,MN,78966,1089341,1899,6635
10331,20200904,MP,57,13486,2,4
10332,20200904,MS,85939,501465,2558,5326
10335,20200904,ND,12946,194783,154,590
10336,20200904,NE,35469,338123,404,2033
10337,20200904,NH,7368,209895,432,716
10338,20200904,NJ,197047,2771300,15977,22770
10343,20200904,OK,62040,852355,846,5061
10344,20200904,OR,27336,543789,470,2175
10347,20200904,RI,22243,261763,1055,2559
10348,20200904,SC,123325,858659,2846,8073
10349,20200904,SD,14596,137697,170,1062
10352,20200904,UT,53839,622834,419,3172
10357,20200904,WI,84464,1210203,1161,5998
10359,20200904,WY,3989,74312,42,223
10361,20200903,AL,129285,836689,2233,14801
10362,20200903,AR,63504,675337,861,4386
10364,20200903,AZ,203953,1018906,5130,21474
10366,20200903,CO,58287,670728,1955,7104
10370,20200903,FL,629913,4080683,11800,39884
10373,20200903,HI,8991,198440,75,552
10375,20200903,ID,32664,228736,372,1435
10377,20200903,IN,96854,1006184,3332,11196
10378,20200903,KS,43940,375307,458,2361
10381,20200903,MA,121546,1681766,9077,12325
10382,20200903,MD,110012,1247593,3778,14427
10385,20200903,MN,78123,1080265,1889,6592
10387,20200903,MP,57,13486,2,4
10388,20200903,MS,85116,501465,2536,5326
10391,20200903,ND,12606,193270,154,583
10392,20200903,NE,34995,333970,399,2027
10393,20200903,NH,7347,208528,432,715
10394,20200903,NJ,196554,2737042,15970,22738
10399,20200903,OK,61027,842019,835,5013
10400,20200903,OR,27075,539307,468,2167
10403,20200903,RI,22143,259490,1055,2540
10404,20200903,SC,121696,847729,2807,8006
10405,20200903,SD,14337,136200,169,1052
10408,20200903,UT,53326,618725,414,3153
10413,20200903,WI,82922,1199999,1154,5946
10415,20200903,WY,3939,73562,41,223
10417,20200902,AL,128239,835994,2217,14753
10418,20200902,AR,62112,675337,841,4341
10420,20200902,AZ,202861,1011066,5065,21449
10422,20200902,CO,58019,665039,1952,7090
10426,20200902,FL,626426,4060360,11651,39611
10429,20200902,HI,8653,193533,74,532
10431,20200902,ID,32368,226728,368,1394
10433,20200902,IN,95750,996846,3325,11143
10434,20200902,KS,43940,375307,458,2361
10437,20200902,MA,121131,1650575,9060,12295
10438,20200902,MD,109319,1236327,3766,14351
10441,20200902,MN,77085,1073769,1882,6566
10443,20200902,MP,57,13486,2,4
10444,20200902,MS,84365,497221,2526,5326
10447,20200902,ND,12247,191830,152,575
10448,20200902,NE,34574,331067,399,2014
10449,20200902,NH,7309,203984,432,715
10450,20200902,NJ,196133,2709672,15963,22707
10455,20200902,OK,60118,833124,821,4961
10456,20200902,OR,26946,534854,465,2162
10459,20200902,RI,22078,256563,1051,2542
10460,20200902,SC,120503,838529,2794,7948
10461,20200902,SD,14003,134922,169,1043
10464,20200902,UT,52822,614671,410,3134
10469,20200902,WI,82182,1191548,1150,5916
10471,20200902,WY,3911,72899,41,221
10473,20200901,AL,127616,831304,2200,14538
10474,20200901,AR,61497,669528,814,4306
10476,20200901,AZ,202342,1006648,5044,21405
10478,20200901,CO,57775,660623,1946,7053
10482,20200901,FL,624116,4044826,11521,39311
10485,20200901,HI,8472,189710,70,508
10487,20200901,ID,32088,225601,361,1394
10489,20200901,IN,94891,988874,3312,11094
10490,20200901,KS,42612,370637,446,2304
10493,20200901,MA,128888,1635284,9064,12386
10494,20200901,MD,108863,1230054,3761,14337
10497,20200901,MN,76355,1056567,1872,6520
10499,20200901,MP,57,13486,2,4
10500,20200901,MS,83584,493933,2493,5326
10503,20200901,ND,11982,190418,149,564
10504,20200901,NE,34287,328788,397,2006
10505,20200901,NH,7297,203984,432,715
10506,20200901,NJ,195785,2666758,15952,22667
10511,20200901,OK,59399,827513,809,4903
10512,20200901,OR,26713,530515,459,2149
10515,20200901,RI,22002,254480,1050,2528
10516,20200901,SC,119846,834556,2757,7870
10517,20200901,SD,13749,133846,167,1036
10520,20200901,UT,52403,610647,409,3110
10525,20200901,WI,81604,1183717,1139,5878
10527,20200901,WY,3866,72701,41,219
10529,20200831,AL,126058,859229,2182,14267
10530,20200831,AR,61224,665811,797,4213
10532,20200831,AZ,201835,1002594,5029,21405
10534,20200831,CO,57424,657344,1945,7028
10538,20200831,FL,616629,3992068,11331,38942
10541,20200831,HI,8339,188380,63,505
10543,20200831,ID,31867,224146,359,1369
